cat_code,cat_l1_code,cat_l1,cat_l2_code,cat_l2,cat_l3_code,cat_l3,cat_l4_code,cat_l4,cat_l5
193001,C,제조업,19,섬유제품 제조업; 의복 제외,193,"섬유제품 염색, 정리 및 마무리 가공업",1930,"섬유제품 염색, 정리 및 마무리 가공업",섬유제품 기타 정리 및 마무리 가공업
193001,C,제조업,19,섬유제품 제조업; 의복 제외,193,편조 원단 제조업,1930,편조 원단 제조업,편조 원단 제조업
193001,C,제조업,19,섬유제품 제조업; 의복 제외,193,직물 직조 및 직물제품 제조업,1930,직물제품 제조업,자수제품 및 자수용 재료 제조업
193009,C,제조업,19,섬유제품 제조업; 의복 제외,193,"섬유제품 염색, 정리 및 마무리 가공업",1930,"섬유제품 염색, 정리 및 마무리 가공업",날염 가공업
193009,C,제조업,19,섬유제품 제조업; 의복 제외,193,"섬유제품 염색, 정리 및 마무리 가공업",1930,"섬유제품 염색, 정리 및 마무리 가공업",솜 및 실 염색 가공업
193009,C,제조업,19,섬유제품 제조업; 의복 제외,193,"섬유제품 염색, 정리 및 마무리 가공업",1930,"섬유제품 염색, 정리 및 마무리 가공업","직물, 편조 원단 및 의복류 염색 가공업"
201001,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,201,제재 및 목재 가공업,2010,제재 및 목재 가공업,일반 제재업
201002,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,201,제재 및 목재 가공업,2010,제재 및 목재 가공업,"목재 보존, 방부처리, 도장 및 유사 처리업"
201009,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,201,제재 및 목재 가공업,2010,제재 및 목재 가공업,표면 가공목재 및 특정 목적용 제재목 제조업
202101,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2021,"박판, 합판 및 강화 목제품 제조업",강화 및 재생 목재 제조업
202102,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2021,"박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업"
202200,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2022,건축용 나무제품 제조업,기타 건축용 나무제품 제조업
202201,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2022,"목재 상자, 드럼 및 적재판 제조업","목재 포장용 상자, 드럼 및 유사 용기 제조업"
202202,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2022,건축용 나무제품 제조업,목재 문 및 관련제품 제조업
202203,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2022,"목재 상자, 드럼 및 적재판 제조업",목재 깔판류 및 기타 적재판 제조업
202901,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2029,기타 나무제품 제조업,목재 도구 및 주방용 나무제품 제조업
202902,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2029,기타 나무제품 제조업,장식용 목제품 제조업
202903,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,코르크 및 조물 제품 제조업,2029,코르크 및 조물 제품 제조업,코르크 및 조물 제품 제조업
202904,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2029,기타 나무제품 제조업,장식용 목제품 제조업
202905,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,나무제품 제조업,2029,기타 나무제품 제조업,그 외 기타 나무제품 제조업
202906,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,코르크 및 조물 제품 제조업,2029,코르크 및 조물 제품 제조업,코르크 및 조물 제품 제조업
202907,C,제조업,20,목재 및 나무제품 제조업; 가구 제외,202,코르크 및 조물 제품 제조업,2029,코르크 및 조물 제품 제조업,코르크 및 조물 제품 제조업
210101,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,신문용지 제조업
210102,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,"적층, 합성 및 특수 표면처리 종이 제조업"
210104,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,기타 종이 및 판지 제조업
210106,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,펄프 제조업,펄프 제조업
210107,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,인쇄용 및 필기용 원지 제조업
210108,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,위생용 원지 제조업
210111,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,크라프트지 및 상자용 판지 제조업
210112,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,종이 및 판지 제조업,기타 종이 및 판지 제조업
210200,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,골판지 및 골판지 가공제품 제조업,골판지 제조업
210201,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",판지 상자 및 용기 제조업
210202,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,골판지 및 골판지 가공제품 제조업,골판지 상자 및 가공제품 제조업
210203,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",종이 포대 및 가방 제조업
210204,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",식품 위생용 종이 상자 및 용기 제조업
210205,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",기타 종이 상자 및 용기 제조업
210206,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2102,기타 종이 및 판지 제품 제조업,그 외 기타 종이 및 판지 제품 제조업
210901,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,문구용 종이제품 제조업
210902,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,벽지 및 장판지 제조업
210903,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,위생용 종이제품 제조업
210905,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,그 외 기타 종이 및 판지 제품 제조업
222101,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,경 인쇄업
222102,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,스크린 인쇄업
222103,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,경 인쇄업
222104,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,오프셋 인쇄업
222105,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,기타 인쇄업
222201,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,제책업
222202,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,기타 인쇄관련 산업
222203,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,제판 및 조판업
223001,C,제조업,22,인쇄 및 기록매체 복제업,223,기록매체 복제업,2230,기록매체 복제업,기록매체 복제업
231001,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",231,코크스 및 연탄 제조업,2310,코크스 및 연탄 제조업,코크스 및 관련제품 제조업
231002,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",231,코크스 및 연탄 제조업,2310,코크스 및 연탄 제조업,연탄 및 기타 석탄 가공품 제조업
232100,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2321,원유 정제처리업,원유 정제처리업
232101,C,제조업,23,화학 물질 및 화학제품 제조업; 의약품 제외,232,기초 화학물질 제조업,2321,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업
232200,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2322,석유 정제물 재처리업,윤활유 및 그리스 제조업
232201,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2322,석유 정제물 재처리업,기타 석유 정제물 재처리업
241101,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,산업용 가스 제조업
241102,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업
241105,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업
241106,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업
241109,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,"무기 안료, 염료, 유연제 및 기타 착색제 제조업",무기 안료용 금속 산화물 및 관련 제품 제조업
241110,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,석유화학계 기초 화학 물질 제조업
241114,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,천연수지 및 나무 화학 물질 제조업
241115,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,"무기 안료, 염료, 유연제 및 기타 착색제 제조업","염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업"
241200,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,"비료, 농약 및 살균ㆍ살충제 제조업",2412,비료 및 질소 화합물 제조업,복합비료 및 기타 화학비료 제조업
241201,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,"비료, 농약 및 살균ㆍ살충제 제조업",2412,비료 및 질소 화합물 제조업,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업"
241202,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,"비료, 농약 및 살균ㆍ살충제 제조업",2412,비료 및 질소 화합물 제조업,유기질 비료 및 상토 제조업
241301,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,합성고무 및 플라스틱 물질 제조업,2413,합성고무 및 플라스틱 물질 제조업,합성고무 제조업
241302,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,합성고무 및 플라스틱 물질 제조업,2413,합성고무 및 플라스틱 물질 제조업,합성수지 및 기타 플라스틱 물질 제조업
241303,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,합성고무 및 플라스틱 물질 제조업,2413,합성고무 및 플라스틱 물질 제조업,혼성 및 재생 플라스틱 소재 물질 제조업
242101,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,242,"비료, 농약 및 살균ㆍ살충제 제조업",2421,살균ㆍ살충제 및 농약 제조업,화학 살균ㆍ살충제 및 농업용 약제 제조업
242102,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,242,"비료, 농약 및 살균ㆍ살충제 제조업",2421,살균ㆍ살충제 및 농약 제조업,화학 살균ㆍ살충제 및 농업용 약제 제조업
242103,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,242,"비료, 농약 및 살균ㆍ살충제 제조업",2421,살균ㆍ살충제 및 농약 제조업,생물 살균ㆍ살충제 및 식물보호제 제조업
